"","Area","Region","YearPeriod","PrimaryColonizer","AVG_PercentStunted","AVG_PercentOverweight"
"1198","North Macedonia","Europe","Y2001",NA,"8.5","11.9"
"1199","North Macedonia","Europe","Y2002",NA,"8.6","12.4"
"1200","North Macedonia","Europe","Y2003",NA,"8.7","12.9"
"1201","North Macedonia","Europe","Y2004",NA,"8.7","13.3"
"1202","North Macedonia","Europe","Y2005",NA,"8.7","13.6"
"1203","North Macedonia","Europe","Y2006",NA,"8.6","13.9"
"1204","North Macedonia","Europe","Y2007",NA,"8.3","14.1"
"1205","North Macedonia","Europe","Y2008",NA,"7.9","14.2"
"1206","North Macedonia","Europe","Y2009",NA,"7.4","14.2"
"1207","North Macedonia","Europe","Y2010",NA,"6.8","14.2"
"1208","North Macedonia","Europe","Y2011",NA,"6.2","13.9"
"1209","North Macedonia","Europe","Y2012",NA,"5.8","13.6"
"1210","North Macedonia","Europe","Y2013",NA,"5.4","13.1"
"1211","North Macedonia","Europe","Y2014",NA,"5.1","12.6"
"1212","North Macedonia","Europe","Y2015",NA,"4.8","12"
"1213","North Macedonia","Europe","Y2016",NA,"4.6","11.5"
"1214","North Macedonia","Europe","Y2017",NA,"4.4","10.9"
"1215","North Macedonia","Europe","Y2018",NA,"4.2","10.5"
"1216","North Macedonia","Europe","Y2019",NA,"4.1","10.2"
"1217","North Macedonia","Europe","Y2020",NA,"3.9","10"
"1218","North Macedonia","Europe","Y2021",NA,"3.8","9.9"
"1219","North Macedonia","Europe","Y2022",NA,"3.7","9.9"
"1220","Poland","Europe","Y2000",NA,"2.9","4.7"
"1221","Poland","Europe","Y2001",NA,"2.8","4.8"
"1222","Poland","Europe","Y2002",NA,"2.7","4.8"
"1223","Poland","Europe","Y2003",NA,"2.6","4.9"
"1224","Poland","Europe","Y2004",NA,"2.5","5"
"1225","Poland","Europe","Y2005",NA,"2.4","5"
"1226","Poland","Europe","Y2006",NA,"2.4","5.1"
"1227","Poland","Europe","Y2007",NA,"2.3","5.2"
"1228","Poland","Europe","Y2008",NA,"2.3","5.3"
"1229","Poland","Europe","Y2009",NA,"2.2","5.4"
"1230","Poland","Europe","Y2010",NA,"2.2","5.5"
"1231","Poland","Europe","Y2011",NA,"2.1","5.6"
"1232","Poland","Europe","Y2012",NA,"2.1","5.6"
"1233","Poland","Europe","Y2013",NA,"2.1","5.7"
"1234","Poland","Europe","Y2014",NA,"2.1","5.8"
"1235","Poland","Europe","Y2015",NA,"2.1","5.9"
"1236","Poland","Europe","Y2016",NA,"2.1","5.9"
"1237","Poland","Europe","Y2017",NA,"2.2","5.9"
"1238","Poland","Europe","Y2018",NA,"2.2","5.9"
"1239","Poland","Europe","Y2019",NA,"2.2","6"
"1240","Poland","Europe","Y2020",NA,"2.3","6"
"1241","Poland","Europe","Y2021",NA,"2.3","6"
"1242","Poland","Europe","Y2022",NA,"2.3","6"
"1243","Portugal","Europe","Y2000",NA,"4.7","6.5"
"1244","Portugal","Europe","Y2001",NA,"4.7","6.6"
"1245","Portugal","Europe","Y2002",NA,"4.7","6.7"
"1246","Portugal","Europe","Y2003",NA,"4.7","6.8"
"1247","Portugal","Europe","Y2004",NA,"4.6","6.9"
"1248","Portugal","Europe","Y2005",NA,"4.6","7"
"1249","Portugal","Europe","Y2006",NA,"4.6","7.2"
"1250","Portugal","Europe","Y2007",NA,"4.5","7.3"
"1251","Portugal","Europe","Y2008",NA,"4.3","7.5"
"1252","Portugal","Europe","Y2009",NA,"4.2","7.7"
"1253","Portugal","Europe","Y2010",NA,"4","7.9"
"1254","Portugal","Europe","Y2011",NA,"3.9","8.1"
"1255","Portugal","Europe","Y2012",NA,"3.8","8.2"
"1256","Portugal","Europe","Y2013",NA,"3.7","8.4"
"1257","Portugal","Europe","Y2014",NA,"3.6","8.5"
"1258","Portugal","Europe","Y2015",NA,"3.5","8.6"
"1259","Portugal","Europe","Y2016",NA,"3.5","8.7"
"1260","Portugal","Europe","Y2017",NA,"3.4","8.8"
"1261","Portugal","Europe","Y2018",NA,"3.4","8.9"
"1262","Portugal","Europe","Y2019",NA,"3.3","8.9"
"1263","Portugal","Europe","Y2020",NA,"3.2","8.9"
"1264","Portugal","Europe","Y2021",NA,"3.2","8.9"
"1265","Portugal","Europe","Y2022",NA,"3.1","8.9"
"1266","Republic of Moldova","Europe","Y2000",NA,"12.7","8.1"
"1267","Republic of Moldova","Europe","Y2001",NA,"12.2","8.2"
"1268","Republic of Moldova","Europe","Y2002",NA,"11.8","8.3"
"1269","Republic of Moldova","Europe","Y2003",NA,"11.3","8.3"
"1270","Republic of Moldova","Europe","Y2004",NA,"10.8","8.3"
"1271","Republic of Moldova","Europe","Y2005",NA,"10.2","8.1"
"1272","Republic of Moldova","Europe","Y2006",NA,"9.7","7.9"
"1273","Republic of Moldova","Europe","Y2007",NA,"9.2","7.6"
"1274","Republic of Moldova","Europe","Y2008",NA,"8.6","7.2"
"1275","Republic of Moldova","Europe","Y2009",NA,"8.1","6.8"
"1276","Republic of Moldova","Europe","Y2010",NA,"7.6","6.3"
"1277","Republic of Moldova","Europe","Y2011",NA,"7.2","5.8"
"1278","Republic of Moldova","Europe","Y2012",NA,"6.8","5.4"
"1279","Republic of Moldova","Europe","Y2013",NA,"6.4","4.9"
"1280","Republic of Moldova","Europe","Y2014",NA,"6.1","4.4"
"1281","Republic of Moldova","Europe","Y2015",NA,"5.8","4"
"1282","Republic of Moldova","Europe","Y2016",NA,"5.5","3.7"
"1283","Republic of Moldova","Europe","Y2017",NA,"5.2","3.4"
"1284","Republic of Moldova","Europe","Y2018",NA,"4.9","3.2"
"1285","Republic of Moldova","Europe","Y2019",NA,"4.6","3"
"1286","Republic of Moldova","Europe","Y2020",NA,"4.4","2.9"
"1287","Republic of Moldova","Europe","Y2021",NA,"4.1","2.9"
"1288","Republic of Moldova","Europe","Y2022",NA,"3.9","2.9"
"1289","Romania","Europe","Y2000",NA,"13.5","8.8"
"1290","Romania","Europe","Y2001",NA,"13.4","9.1"
"1291","Romania","Europe","Y2002",NA,"13.2","9.4"
"1292","Romania","Europe","Y2003",NA,"12.9","9.7"
"1293","Romania","Europe","Y2004",NA,"12.5","9.9"
"1294","Romania","Europe","Y2005",NA,"12.2","10"
"1295","Romania","Europe","Y2006",NA,"11.9","10"
"1296","Romania","Europe","Y2007",NA,"11.5","9.9"
"1297","Romania","Europe","Y2008",NA,"11","9.7"
"1298","Romania","Europe","Y2009",NA,"10.5","9.3"
"1299","Romania","Europe","Y2010",NA,"10.1","8.9"
"1300","Romania","Europe","Y2011",NA,"9.6","8.4"
"1301","Romania","Europe","Y2012",NA,"9.3","7.9"
"1302","Romania","Europe","Y2013",NA,"9","7.4"
"1303","Romania","Europe","Y2014",NA,"8.8","6.8"
"1304","Romania","Europe","Y2015",NA,"8.7","6.3"
"1305","Romania","Europe","Y2016",NA,"8.6","5.8"
"1306","Romania","Europe","Y2017",NA,"8.4","5.4"
"1307","Romania","Europe","Y2018",NA,"8.3","5"
"1308","Romania","Europe","Y2019",NA,"8.2","4.8"
"1309","Romania","Europe","Y2020",NA,"8","4.6"
"1310","Romania","Europe","Y2021",NA,"7.8","4.5"
"1311","Romania","Europe","Y2022",NA,"7.7","4.5"
"1312","Russian Federation","Europe","Y2000",NA,NA,"15.5"
"1313","Russian Federation","Europe","Y2001",NA,NA,"15.9"
"1314","Russian Federation","Europe","Y2002",NA,NA,"16.3"
"1315","Russian Federation","Europe","Y2003",NA,NA,"16.5"
"1316","Russian Federation","Europe","Y2004",NA,NA,"16.6"
"1317","Russian Federation","Europe","Y2005",NA,NA,"16.5"
"1318","Russian Federation","Europe","Y2006",NA,NA,"16.3"
"1319","Russian Federation","Europe","Y2007",NA,NA,"15.9"
"1320","Russian Federation","Europe","Y2008",NA,NA,"15.3"
"1321","Russian Federation","Europe","Y2009",NA,NA,"14.7"
"1322","Russian Federation","Europe","Y2010",NA,NA,"13.9"
"1323","Russian Federation","Europe","Y2011",NA,NA,"13"
"1324","Russian Federation","Europe","Y2012",NA,NA,"12.2"
"1325","Russian Federation","Europe","Y2013",NA,NA,"11.3"
"1326","Russian Federation","Europe","Y2014",NA,NA,"10.5"
"1327","Russian Federation","Europe","Y2015",NA,NA,"9.7"
"1328","Russian Federation","Europe","Y2016",NA,NA,"9"
"1329","Russian Federation","Europe","Y2017",NA,NA,"8.4"
"1330","Russian Federation","Europe","Y2018",NA,NA,"8"
"1331","Russian Federation","Europe","Y2019",NA,NA,"7.7"
"1332","Russian Federation","Europe","Y2020",NA,NA,"7.5"
"1333","Russian Federation","Europe","Y2021",NA,NA,"7.4"
"1334","Russian Federation","Europe","Y2022",NA,NA,"7.4"
"1335","Rwanda","Africa","Y2000","Belgium","48.5","7.2"
"1336","Rwanda","Africa","Y2001","Belgium","48.6","7.7"
"1337","Rwanda","Africa","Y2002","Belgium","48.8","8"
"1338","Rwanda","Africa","Y2003","Belgium","48.9","8.2"
"1339","Rwanda","Africa","Y2004","Belgium","49","8.1"
"1340","Rwanda","Africa","Y2005","Belgium","49.1","7.9"
"1341","Rwanda","Africa","Y2006","Belgium","49","7.6"
"1342","Rwanda","Africa","Y2007","Belgium","48.5","7.3"
"1343","Rwanda","Africa","Y2008","Belgium","47.6","7"
"1344","Rwanda","Africa","Y2009","Belgium","46.4","6.8"
"1345","Rwanda","Africa","Y2010","Belgium","44.8","6.6"
"1346","Rwanda","Africa","Y2011","Belgium","43.1","6.4"
"1347","Rwanda","Africa","Y2012","Belgium","41.2","6.3"
"1348","Rwanda","Africa","Y2013","Belgium","39.6","6.2"
"1349","Rwanda","Africa","Y2014","Belgium","38.1","6.1"
"1350","Rwanda","Africa","Y2015","Belgium","36.7","6"
"1351","Rwanda","Africa","Y2016","Belgium","35.6","5.8"
"1352","Rwanda","Africa","Y2017","Belgium","34.6","5.6"
"1353","Rwanda","Africa","Y2018","Belgium","33.6","5.5"
"1354","Rwanda","Africa","Y2019","Belgium","32.6","5.3"
"1355","Rwanda","Africa","Y2020","Belgium","31.6","5.1"
"1356","Rwanda","Africa","Y2021","Belgium","30.7","4.9"
"1357","Rwanda","Africa","Y2022","Belgium","29.8","4.7"
"1358","Sao Tome and Principe","Africa","Y2000","Portugal","31.3","3.1"
"1359","Sao Tome and Principe","Africa","Y2001","Portugal","30.8","3.5"
"1360","Sao Tome and Principe","Africa","Y2002","Portugal","30.1","3.9"
"1361","Sao Tome and Principe","Africa","Y2003","Portugal","29.2","4.1"
"1362","Sao Tome and Principe","Africa","Y2004","Portugal","28.1","4.1"
"1363","Sao Tome and Principe","Africa","Y2005","Portugal","27.1","3.7"
"1364","Sao Tome and Principe","Africa","Y2006","Portugal","25.9","3.3"
"1365","Sao Tome and Principe","Africa","Y2007","Portugal","24.8","2.9"
"1366","Sao Tome and Principe","Africa","Y2008","Portugal","23.6","2.6"
"1367","Sao Tome and Principe","Africa","Y2009","Portugal","22.5","2.5"
"1368","Sao Tome and Principe","Africa","Y2010","Portugal","21.2","2.4"
"1369","Sao Tome and Principe","Africa","Y2011","Portugal","20","2.5"
"1370","Sao Tome and Principe","Africa","Y2012","Portugal","18.8","2.5"
"1371","Sao Tome and Principe","Africa","Y2013","Portugal","17.7","2.7"
"1372","Sao Tome and Principe","Africa","Y2014","Portugal","16.6","2.8"
"1373","Sao Tome and Principe","Africa","Y2015","Portugal","15.6","3"
"1374","Sao Tome and Principe","Africa","Y2016","Portugal","14.6","3.1"
"1375","Sao Tome and Principe","Africa","Y2017","Portugal","13.7","3.3"
"1376","Sao Tome and Principe","Africa","Y2018","Portugal","12.8","3.6"
"1377","Sao Tome and Principe","Africa","Y2019","Portugal","12","3.8"
"1378","Sao Tome and Principe","Africa","Y2020","Portugal","11.3","4.1"
"1379","Sao Tome and Principe","Africa","Y2021","Portugal","10.6","4.3"
"1380","Sao Tome and Principe","Africa","Y2022","Portugal","10","4.7"
"1381","Senegal","Africa","Y2000","France","24.7","3.1"
"1382","Senegal","Africa","Y2001","France","23.9","3.3"
"1383","Senegal","Africa","Y2002","France","23.2","3.5"
"1384","Senegal","Africa","Y2003","France","22.5","3.5"
"1385","Senegal","Africa","Y2004","France","21.8","3.2"
"1386","Senegal","Africa","Y2005","France","21.3","2.8"
"1387","Senegal","Africa","Y2006","France","20.8","2.4"
"1388","Senegal","Africa","Y2007","France","20.3","2"
"1389","Senegal","Africa","Y2008","France","19.9","1.7"
"1390","Senegal","Africa","Y2009","France","19.4","1.6"
"1391","Senegal","Africa","Y2010","France","19","1.5"
"1392","Senegal","Africa","Y2011","France","18.7","1.5"
"1393","Senegal","Africa","Y2012","France","18.5","1.5"
"1394","Senegal","Africa","Y2013","France","18.5","1.6"
"1395","Senegal","Africa","Y2014","France","18.5","1.6"
"1396","Senegal","Africa","Y2015","France","18.6","1.7"
"1397","Senegal","Africa","Y2016","France","18.6","1.8"
"1398","Senegal","Africa","Y2017","France","18.5","1.9"
"1399","Senegal","Africa","Y2018","France","18.3","2.1"
"1400","Senegal","Africa","Y2019","France","18","2.3"
"1401","Senegal","Africa","Y2020","France","17.7","2.6"
"1402","Senegal","Africa","Y2021","France","17.3","3"
"1403","Senegal","Africa","Y2022","France","17","3.4"
"1404","Serbia","Europe","Y2000",NA,"8.8","15"
"1405","Serbia","Europe","Y2001",NA,"8.8","15.7"
"1406","Serbia","Europe","Y2002",NA,"8.7","16.4"
"1407","Serbia","Europe","Y2003",NA,"8.6","17"
"1408","Serbia","Europe","Y2004",NA,"8.5","17.4"
"1409","Serbia","Europe","Y2005",NA,"8.2","17.8"
"1410","Serbia","Europe","Y2006",NA,"8","18"
"1411","Serbia","Europe","Y2007",NA,"7.7","18"
"1412","Serbia","Europe","Y2008",NA,"7.4","17.8"
"1413","Serbia","Europe","Y2009",NA,"7","17.5"
"1414","Serbia","Europe","Y2010",NA,"6.5","17.1"
"1415","Serbia","Europe","Y2011",NA,"6.2","16.4"
"1416","Serbia","Europe","Y2012",NA,"5.9","15.6"
"1417","Serbia","Europe","Y2013",NA,"5.7","14.7"
"1418","Serbia","Europe","Y2014",NA,"5.6","13.8"
"1419","Serbia","Europe","Y2015",NA,"5.5","12.9"
"1420","Serbia","Europe","Y2016",NA,"5.5","11.9"
"1421","Serbia","Europe","Y2017",NA,"5.4","11.2"
"1422","Serbia","Europe","Y2018",NA,"5.3","10.6"
"1423","Serbia","Europe","Y2019",NA,"5.1","10.2"
"1424","Serbia","Europe","Y2020",NA,"4.9","9.9"
"1425","Serbia","Europe","Y2021",NA,"4.7","9.9"
"1426","Serbia","Europe","Y2022",NA,"4.6","9.9"
"1427","Seychelles","Africa","Y2000","United Kingdom of Great Britain and Northern Ireland","10.6","10.4"
"1428","Seychelles","Africa","Y2001","United Kingdom of Great Britain and Northern Ireland","10.2","11.2"
"1429","Seychelles","Africa","Y2002","United Kingdom of Great Britain and Northern Ireland","9.9","11.9"
"1430","Seychelles","Africa","Y2003","United Kingdom of Great Britain and Northern Ireland","9.5","12.4"
"1431","Seychelles","Africa","Y2004","United Kingdom of Great Britain and Northern Ireland","9.2","12.6"
"1432","Seychelles","Africa","Y2005","United Kingdom of Great Britain and Northern Ireland","9","12.4"
"1433","Seychelles","Africa","Y2006","United Kingdom of Great Britain and Northern Ireland","8.8","12.1"
"1434","Seychelles","Africa","Y2007","United Kingdom of Great Britain and Northern Ireland","8.6","11.7"
"1435","Seychelles","Africa","Y2008","United Kingdom of Great Britain and Northern Ireland","8.5","11.3"
"1436","Seychelles","Africa","Y2009","United Kingdom of Great Britain and Northern Ireland","8.3","10.8"
"1437","Seychelles","Africa","Y2010","United Kingdom of Great Britain and Northern Ireland","8.2","10.5"
"1438","Seychelles","Africa","Y2011","United Kingdom of Great Britain and Northern Ireland","8","10.2"
"1439","Seychelles","Africa","Y2012","United Kingdom of Great Britain and Northern Ireland","7.9","9.9"
"1440","Seychelles","Africa","Y2013","United Kingdom of Great Britain and Northern Ireland","7.8","9.7"
"1441","Seychelles","Africa","Y2014","United Kingdom of Great Britain and Northern Ireland","7.8","9.5"
"1442","Seychelles","Africa","Y2015","United Kingdom of Great Britain and Northern Ireland","7.8","9.4"
"1443","Seychelles","Africa","Y2016","United Kingdom of Great Britain and Northern Ireland","7.8","9.3"
"1444","Seychelles","Africa","Y2017","United Kingdom of Great Britain and Northern Ireland","7.8","9.3"
"1445","Seychelles","Africa","Y2018","United Kingdom of Great Britain and Northern Ireland","7.7","9.2"
"1446","Seychelles","Africa","Y2019","United Kingdom of Great Britain and Northern Ireland","7.6","9.2"
"1447","Seychelles","Africa","Y2020","United Kingdom of Great Britain and Northern Ireland","7.5","9.1"
"1448","Seychelles","Africa","Y2021","United Kingdom of Great Britain and Northern Ireland","7.3","9.1"
"1449","Seychelles","Africa","Y2022","United Kingdom of Great Britain and Northern Ireland","7.2","9.1"
"1450","Sierra Leone","Africa","Y2000","United Kingdom of Great Britain and Northern Ireland","38.1","4.7"
"1451","Sierra Leone","Africa","Y2001","United Kingdom of Great Britain and Northern Ireland","38.5","5.3"
"1452","Sierra Leone","Africa","Y2002","United Kingdom of Great Britain and Northern Ireland","38.7","5.9"
"1453","Sierra Leone","Africa","Y2003","United Kingdom of Great Britain and Northern Ireland","38.9","6.1"
"1454","Sierra Leone","Africa","Y2004","United Kingdom of Great Britain and Northern Ireland","39","5.8"
"1455","Sierra Leone","Africa","Y2005","United Kingdom of Great Britain and Northern Ireland","39","5.3"
"1456","Sierra Leone","Africa","Y2006","United Kingdom of Great Britain and Northern Ireland","39","4.6"
"1457","Sierra Leone","Africa","Y2007","United Kingdom of Great Britain and Northern Ireland","38.8","4"
"1458","Sierra Leone","Africa","Y2008","United Kingdom of Great Britain and Northern Ireland","38.3","3.6"
"1459","Sierra Leone","Africa","Y2009","United Kingdom of Great Britain and Northern Ireland","37.7","3.3"
"1460","Sierra Leone","Africa","Y2010","United Kingdom of Great Britain and Northern Ireland","36.9","3.2"
"1461","Sierra Leone","Africa","Y2011","United Kingdom of Great Britain and Northern Ireland","35.9","3.2"
"1462","Sierra Leone","Africa","Y2012","United Kingdom of Great Britain and Northern Ireland","34.9","3.3"
"1463","Sierra Leone","Africa","Y2013","United Kingdom of Great Britain and Northern Ireland","33.8","3.4"
"1464","Sierra Leone","Africa","Y2014","United Kingdom of Great Britain and Northern Ireland","32.9","3.6"
"1465","Sierra Leone","Africa","Y2015","United Kingdom of Great Britain and Northern Ireland","32.3","3.7"
"1466","Sierra Leone","Africa","Y2016","United Kingdom of Great Britain and Northern Ireland","31.6","3.8"
"1467","Sierra Leone","Africa","Y2017","United Kingdom of Great Britain and Northern Ireland","30.5","4.1"
"1468","Sierra Leone","Africa","Y2018","United Kingdom of Great Britain and Northern Ireland","28.8","4.3"
"1469","Sierra Leone","Africa","Y2019","United Kingdom of Great Britain and Northern Ireland","28.1","4.5"
"1470","Sierra Leone","Africa","Y2020","United Kingdom of Great Britain and Northern Ireland","27.4","4.7"
"1471","Sierra Leone","Africa","Y2021","United Kingdom of Great Britain and Northern Ireland","26.6","4.9"
"1472","Sierra Leone","Africa","Y2022","United Kingdom of Great Britain and Northern Ireland","26","5.2"
"1473","Somalia","Africa","Y2000","Italy","33","4.5"
"1474","Somalia","Africa","Y2001","Italy","33.4","4.7"
"1475","Somalia","Africa","Y2002","Italy","33.7","4.8"
"1476","Somalia","Africa","Y2003","Italy","33.9","4.8"
"1477","Somalia","Africa","Y2004","Italy","34","4.7"
"1478","Somalia","Africa","Y2005","Italy","33.9","4.5"
"1479","Somalia","Africa","Y2006","Italy","33.7","4.2"
"1480","Somalia","Africa","Y2007","Italy","33.2","3.9"
"1481","Somalia","Africa","Y2008","Italy","32.4","3.7"
"1482","Somalia","Africa","Y2009","Italy","31.3","3.4"
"1483","Somalia","Africa","Y2010","Italy","30.1","3.3"
"1484","Somalia","Africa","Y2011","Italy","28.9","3.1"
"1485","Somalia","Africa","Y2012","Italy","27.6","3"
"1486","Somalia","Africa","Y2013","Italy","26.4","2.9"
"1487","Somalia","Africa","Y2014","Italy","25.3","2.8"
"1488","Somalia","Africa","Y2015","Italy","24.2","2.7"
"1489","Somalia","Africa","Y2016","Italy","23.2","2.7"
"1490","Somalia","Africa","Y2017","Italy","22.2","2.7"
"1491","Somalia","Africa","Y2018","Italy","21.2","2.7"
"1492","Somalia","Africa","Y2019","Italy","20.3","2.7"
"1493","Somalia","Africa","Y2020","Italy","19.4","2.7"
"1494","Somalia","Africa","Y2021","Italy","18.7","2.7"
"1495","Somalia","Africa","Y2022","Italy","18","2.7"
"1496","South Africa","Africa","Y2000","Netherlands (Kingdom of the)","26.6","11.7"
"1497","South Africa","Africa","Y2001","Netherlands (Kingdom of the)","26.3","11.9"
"1498","South Africa","Africa","Y2002","Netherlands (Kingdom of the)","26.2","12"
"1499","South Africa","Africa","Y2003","Netherlands (Kingdom of the)","26.2","12.1"
"1500","South Africa","Africa","Y2004","Netherlands (Kingdom of the)","26.2","12.1"
"1501","South Africa","Africa","Y2005","Netherlands (Kingdom of the)","26.2","12.1"
"1502","South Africa","Africa","Y2006","Netherlands (Kingdom of the)","26","12.2"
"1503","South Africa","Africa","Y2007","Netherlands (Kingdom of the)","25.5","12.4"
"1504","South Africa","Africa","Y2008","Netherlands (Kingdom of the)","24.8","12.5"
"1505","South Africa","Africa","Y2009","Netherlands (Kingdom of the)","24.1","12.7"
"1506","South Africa","Africa","Y2010","Netherlands (Kingdom of the)","23.4","12.9"
"1507","South Africa","Africa","Y2011","Netherlands (Kingdom of the)","22.9","13"
"1508","South Africa","Africa","Y2012","Netherlands (Kingdom of the)","22.5","13.1"
"1509","South Africa","Africa","Y2013","Netherlands (Kingdom of the)","22.4","13.1"
"1510","South Africa","Africa","Y2014","Netherlands (Kingdom of the)","22.3","13"
"1511","South Africa","Africa","Y2015","Netherlands (Kingdom of the)","22.3","13"
"1512","South Africa","Africa","Y2016","Netherlands (Kingdom of the)","22.4","13"
"1513","South Africa","Africa","Y2017","Netherlands (Kingdom of the)","22.4","12.9"
"1514","South Africa","Africa","Y2018","Netherlands (Kingdom of the)","22.4","12.8"
"1515","South Africa","Africa","Y2019","Netherlands (Kingdom of the)","22.5","12.6"
"1516","South Africa","Africa","Y2020","Netherlands (Kingdom of the)","22.6","12.5"
"1517","South Africa","Africa","Y2021","Netherlands (Kingdom of the)","22.8","12.3"
"1518","South Africa","Africa","Y2022","Netherlands (Kingdom of the)","22.8","12.1"
"1519","South Sudan","Africa","Y2000","United Kingdom of Great Britain and Northern Ireland","39","9.3"
"1520","South Sudan","Africa","Y2001","United Kingdom of Great Britain and Northern Ireland","38.3","9.8"
"1521","South Sudan","Africa","Y2002","United Kingdom of Great Britain and Northern Ireland","37.7","10.2"
"1522","South Sudan","Africa","Y2003","United Kingdom of Great Britain and Northern Ireland","37.1","10.2"
"1523","South Sudan","Africa","Y2004","United Kingdom of Great Britain and Northern Ireland","36.5","10.1"
"1524","South Sudan","Africa","Y2005","United Kingdom of Great Britain and Northern Ireland","35.9","9.7"
"1525","South Sudan","Africa","Y2006","United Kingdom of Great Britain and Northern Ireland","35.3","9.1"
"1526","South Sudan","Africa","Y2007","United Kingdom of Great Britain and Northern Ireland","34.6","8.5"
"1527","South Sudan","Africa","Y2008","United Kingdom of Great Britain and Northern Ireland","33.8","8"
"1528","South Sudan","Africa","Y2009","United Kingdom of Great Britain and Northern Ireland","33","7.5"
"1529","South Sudan","Africa","Y2010","United Kingdom of Great Britain and Northern Ireland","32.1","7"
"1530","South Sudan","Africa","Y2011","United Kingdom of Great Britain and Northern Ireland","31.3","6.6"
"1531","South Sudan","Africa","Y2012","United Kingdom of Great Britain and Northern Ireland","30.8","6.3"
"1532","South Sudan","Africa","Y2013","United Kingdom of Great Britain and Northern Ireland","30.3","6"
"1533","South Sudan","Africa","Y2014","United Kingdom of Great Britain and Northern Ireland","30.1","5.8"
"1534","South Sudan","Africa","Y2015","United Kingdom of Great Britain and Northern Ireland","29.9","5.6"
"1535","South Sudan","Africa","Y2016","United Kingdom of Great Britain and Northern Ireland","29.8","5.4"
"1536","South Sudan","Africa","Y2017","United Kingdom of Great Britain and Northern Ireland","29.6","5.3"
"1537","South Sudan","Africa","Y2018","United Kingdom of Great Britain and Northern Ireland","29.3","5.1"
"1538","South Sudan","Africa","Y2019","United Kingdom of Great Britain and Northern Ireland","29.1","5"
"1539","South Sudan","Africa","Y2020","United Kingdom of Great Britain and Northern Ireland","28.7","4.9"
"1540","South Sudan","Africa","Y2021","United Kingdom of Great Britain and Northern Ireland","28.3","4.8"
"1541","South Sudan","Africa","Y2022","United Kingdom of Great Britain and Northern Ireland","27.9","4.7"
"1542","Sudan","Africa","Y2000","United Kingdom of Great Britain and Northern Ireland","39.3","3.6"
"1543","Sudan","Africa","Y2001","United Kingdom of Great Britain and Northern Ireland","38.8","3.7"
"1544","Sudan","Africa","Y2002","United Kingdom of Great Britain and Northern Ireland","38.5","3.8"
"1545","Sudan","Africa","Y2003","United Kingdom of Great Britain and Northern Ireland","38.2","3.7"
"1546","Sudan","Africa","Y2004","United Kingdom of Great Britain and Northern Ireland","37.9","3.6"
"1547","Sudan","Africa","Y2005","United Kingdom of Great Britain and Northern Ireland","37.8","3.5"
"1548","Sudan","Africa","Y2006","United Kingdom of Great Britain and Northern Ireland","37.6","3.3"
"1549","Sudan","Africa","Y2007","United Kingdom of Great Britain and Northern Ireland","37.4","3"
"1550","Sudan","Africa","Y2008","United Kingdom of Great Britain and Northern Ireland","37.2","2.9"
"1551","Sudan","Africa","Y2009","United Kingdom of Great Britain and Northern Ireland","36.9","2.7"
"1552","Sudan","Africa","Y2010","United Kingdom of Great Britain and Northern Ireland","36.5","2.6"
"1553","Sudan","Africa","Y2011","United Kingdom of Great Britain and Northern Ireland","36.2","2.5"
"1554","Sudan","Africa","Y2012","United Kingdom of Great Britain and Northern Ireland","36","2.4"
"1555","Sudan","Africa","Y2013","United Kingdom of Great Britain and Northern Ireland","36","2.4"
"1556","Sudan","Africa","Y2014","United Kingdom of Great Britain and Northern Ireland","36.1","2.3"
"1557","Sudan","Africa","Y2015","United Kingdom of Great Britain and Northern Ireland","36.2","2.3"
"1558","Sudan","Africa","Y2016","United Kingdom of Great Britain and Northern Ireland","36.4","2.3"
"1559","Sudan","Africa","Y2017","United Kingdom of Great Britain and Northern Ireland","36.5","2.4"
"1560","Sudan","Africa","Y2018","United Kingdom of Great Britain and Northern Ireland","36.5","2.4"
"1561","Sudan","Africa","Y2019","United Kingdom of Great Britain and Northern Ireland","36.5","2.5"
"1562","Sudan","Africa","Y2020","United Kingdom of Great Britain and Northern Ireland","36.4","2.5"
"1563","Sudan","Africa","Y2021","United Kingdom of Great Britain and Northern Ireland","36.2","2.6"
"1564","Sudan","Africa","Y2022","United Kingdom of Great Britain and Northern Ireland","36","2.7"
"1565","Togo","Africa","Y2000","France","32.1","2.6"
"1566","Togo","Africa","Y2001","France","31.8","2.9"
"1567","Togo","Africa","Y2002","France","31.6","3.1"
"1568","Togo","Africa","Y2003","France","31.3","3.2"
"1569","Togo","Africa","Y2004","France","31.1","3"
"1570","Togo","Africa","Y2005","France","31","2.7"
"1571","Togo","Africa","Y2006","France","30.8","2.4"
"1572","Togo","Africa","Y2007","France","30.4","2"
"1573","Togo","Africa","Y2008","France","30","1.8"
"1574","Togo","Africa","Y2009","France","29.4","1.7"
"1575","Togo","Africa","Y2010","France","28.7","1.6"
"1576","Togo","Africa","Y2011","France","27.8","1.6"
"1577","Togo","Africa","Y2012","France","27.3","1.6"
"1578","Togo","Africa","Y2013","France","26.8","1.7"
"1579","Togo","Africa","Y2014","France","26.4","1.7"
"1580","Togo","Africa","Y2015","France","26","1.7"
"1581","Togo","Africa","Y2016","France","25.6","1.8"
"1582","Togo","Africa","Y2017","France","25.1","1.8"
