"","Area","Region","YearPeriod","PrimaryColonizer","AVG_PercentStunted","AVG_PercentOverweight"
"1583","Togo","Africa","Y2018","France","24.6","1.9"
"1584","Togo","Africa","Y2019","France","24.1","1.9"
"1585","Togo","Africa","Y2020","France","23.5","2"
"1586","Togo","Africa","Y2021","France","22.9","2.1"
"1587","Togo","Africa","Y2022","France","22.3","2.2"
"1588","Tunisia","Africa","Y2000","France","12.6","4"
"1589","Tunisia","Africa","Y2001","France","12.2","4.5"
"1590","Tunisia","Africa","Y2002","France","11.8","5.1"
"1591","Tunisia","Africa","Y2003","France","11.5","5.8"
"1592","Tunisia","Africa","Y2004","France","11.2","6.5"
"1593","Tunisia","Africa","Y2005","France","10.9","7.4"
"1594","Tunisia","Africa","Y2006","France","10.7","8.2"
"1595","Tunisia","Africa","Y2007","France","10.3","9.1"
"1596","Tunisia","Africa","Y2008","France","10","9.9"
"1597","Tunisia","Africa","Y2009","France","9.6","10.7"
"1598","Tunisia","Africa","Y2010","France","9.3","11.4"
"1599","Tunisia","Africa","Y2011","France","9","12.1"
"1600","Tunisia","Africa","Y2012","France","8.8","12.7"
"1601","Tunisia","Africa","Y2013","France","8.7","13.4"
"1602","Tunisia","Africa","Y2014","France","8.6","14.1"
"1603","Tunisia","Africa","Y2015","France","8.6","14.8"
"1604","Tunisia","Africa","Y2016","France","8.7","15.6"
"1605","Tunisia","Africa","Y2017","France","8.7","16.3"
"1606","Tunisia","Africa","Y2018","France","8.8","17"
"1607","Tunisia","Africa","Y2019","France","8.8","17.6"
"1608","Tunisia","Africa","Y2020","France","8.8","18.2"
"1609","Tunisia","Africa","Y2021","France","8.7","18.6"
"1610","Tunisia","Africa","Y2022","France","8.6","19"
"1611","Uganda","Africa","Y2000","United Kingdom of Great Britain and Northern Ireland","44","5.6"
"1612","Uganda","Africa","Y2001","United Kingdom of Great Britain and Northern Ireland","43.6","5.8"
"1613","Uganda","Africa","Y2002","United Kingdom of Great Britain and Northern Ireland","43.1","6"
"1614","Uganda","Africa","Y2003","United Kingdom of Great Britain and Northern Ireland","42.6","6"
"1615","Uganda","Africa","Y2004","United Kingdom of Great Britain and Northern Ireland","42","5.9"
"1616","Uganda","Africa","Y2005","United Kingdom of Great Britain and Northern Ireland","41.3","5.6"
"1617","Uganda","Africa","Y2006","United Kingdom of Great Britain and Northern Ireland","40.6","5.3"
"1618","Uganda","Africa","Y2007","United Kingdom of Great Britain and Northern Ireland","39.7","5"
"1619","Uganda","Africa","Y2008","United Kingdom of Great Britain and Northern Ireland","38.6","4.7"
"1620","Uganda","Africa","Y2009","United Kingdom of Great Britain and Northern Ireland","37.4","4.4"
"1621","Uganda","Africa","Y2010","United Kingdom of Great Britain and Northern Ireland","36","4.2"
"1622","Uganda","Africa","Y2011","United Kingdom of Great Britain and Northern Ireland","34.6","4"
"1623","Uganda","Africa","Y2012","United Kingdom of Great Britain and Northern Ireland","33.3","3.9"
"1624","Uganda","Africa","Y2013","United Kingdom of Great Britain and Northern Ireland","32.1","3.8"
"1625","Uganda","Africa","Y2014","United Kingdom of Great Britain and Northern Ireland","30.8","3.7"
"1626","Uganda","Africa","Y2015","United Kingdom of Great Britain and Northern Ireland","29.6","3.7"
"1627","Uganda","Africa","Y2016","United Kingdom of Great Britain and Northern Ireland","28.4","3.7"
"1628","Uganda","Africa","Y2017","United Kingdom of Great Britain and Northern Ireland","27.3","3.6"
"1629","Uganda","Africa","Y2018","United Kingdom of Great Britain and Northern Ireland","26.3","3.6"
"1630","Uganda","Africa","Y2019","United Kingdom of Great Britain and Northern Ireland","25.5","3.6"
"1631","Uganda","Africa","Y2020","United Kingdom of Great Britain and Northern Ireland","24.7","3.5"
"1632","Uganda","Africa","Y2021","United Kingdom of Great Britain and Northern Ireland","24","3.5"
"1633","Uganda","Africa","Y2022","United Kingdom of Great Britain and Northern Ireland","23.4","3.5"
"1634","Ukraine","Europe","Y2000",NA,"22.6","25.4"
"1635","Ukraine","Europe","Y2001",NA,"22.5","26.6"
"1636","Ukraine","Europe","Y2002",NA,"22.3","27.7"
"1637","Ukraine","Europe","Y2003",NA,"22","28.7"
"1638","Ukraine","Europe","Y2004",NA,"21.6","29.4"
"1639","Ukraine","Europe","Y2005",NA,"21.2","29.7"
"1640","Ukraine","Europe","Y2006",NA,"20.7","29.8"
"1641","Ukraine","Europe","Y2007",NA,"20.2","29.6"
"1642","Ukraine","Europe","Y2008",NA,"19.6","29"
"1643","Ukraine","Europe","Y2009",NA,"19.1","28.1"
"1644","Ukraine","Europe","Y2010",NA,"18.6","26.9"
"1645","Ukraine","Europe","Y2011",NA,"18.2","25.4"
"1646","Ukraine","Europe","Y2012",NA,"18.2","23.6"
"1647","Ukraine","Europe","Y2013",NA,"17.5","22.1"
"1648","Ukraine","Europe","Y2014",NA,"16.9","20.6"
"1649","Ukraine","Europe","Y2015",NA,"16.5","19.1"
"1650","Ukraine","Europe","Y2016",NA,"16.7","17.2"
"1651","Ukraine","Europe","Y2017",NA,"16.6","15.7"
"1652","Ukraine","Europe","Y2018",NA,"16.2","14.7"
"1653","Ukraine","Europe","Y2019",NA,"15.6","13.9"
"1654","Ukraine","Europe","Y2020",NA,"14.8","13.4"
"1655","Ukraine","Europe","Y2021",NA,"13.5","13.4"
"1656","Ukraine","Europe","Y2022",NA,"12.3","13.6"
"1657","United Kingdom of Great Britain and Northern Ireland","Europe","Y2000",NA,NA,"6.9"
"1658","United Kingdom of Great Britain and Northern Ireland","Europe","Y2001",NA,NA,"7"
"1659","United Kingdom of Great Britain and Northern Ireland","Europe","Y2002",NA,NA,"7.1"
"1660","United Kingdom of Great Britain and Northern Ireland","Europe","Y2003",NA,NA,"7.3"
"1661","United Kingdom of Great Britain and Northern Ireland","Europe","Y2004",NA,NA,"7.5"
"1662","United Kingdom of Great Britain and Northern Ireland","Europe","Y2005",NA,NA,"7.7"
"1663","United Kingdom of Great Britain and Northern Ireland","Europe","Y2006",NA,NA,"7.9"
"1664","United Kingdom of Great Britain and Northern Ireland","Europe","Y2007",NA,NA,"8.2"
"1665","United Kingdom of Great Britain and Northern Ireland","Europe","Y2008",NA,NA,"8.4"
"1666","United Kingdom of Great Britain and Northern Ireland","Europe","Y2009",NA,NA,"8.7"
"1667","United Kingdom of Great Britain and Northern Ireland","Europe","Y2010",NA,NA,"9.1"
"1668","United Kingdom of Great Britain and Northern Ireland","Europe","Y2011",NA,NA,"9.4"
"1669","United Kingdom of Great Britain and Northern Ireland","Europe","Y2012",NA,NA,"9.7"
"1670","United Kingdom of Great Britain and Northern Ireland","Europe","Y2013",NA,NA,"10"
"1671","United Kingdom of Great Britain and Northern Ireland","Europe","Y2014",NA,NA,"10.3"
"1672","United Kingdom of Great Britain and Northern Ireland","Europe","Y2015",NA,NA,"10.5"
"1673","United Kingdom of Great Britain and Northern Ireland","Europe","Y2016",NA,NA,"10.7"
"1674","United Kingdom of Great Britain and Northern Ireland","Europe","Y2017",NA,NA,"10.9"
"1675","United Kingdom of Great Britain and Northern Ireland","Europe","Y2018",NA,NA,"11.1"
"1676","United Kingdom of Great Britain and Northern Ireland","Europe","Y2019",NA,NA,"11.2"
"1677","United Kingdom of Great Britain and Northern Ireland","Europe","Y2020",NA,NA,"11.2"
"1678","United Kingdom of Great Britain and Northern Ireland","Europe","Y2021",NA,NA,"11.3"
"1679","United Kingdom of Great Britain and Northern Ireland","Europe","Y2022",NA,NA,"11.3"
"1680","United Republic of Tanzania","Africa","Y2000","United Kingdom of Great Britain and Northern Ireland","47.4","5.1"
"1681","United Republic of Tanzania","Africa","Y2001","United Kingdom of Great Britain and Northern Ireland","46.8","5.3"
"1682","United Republic of Tanzania","Africa","Y2002","United Kingdom of Great Britain and Northern Ireland","46.2","5.5"
"1683","United Republic of Tanzania","Africa","Y2003","United Kingdom of Great Britain and Northern Ireland","45.5","5.6"
"1684","United Republic of Tanzania","Africa","Y2004","United Kingdom of Great Britain and Northern Ireland","44.8","5.6"
"1685","United Republic of Tanzania","Africa","Y2005","United Kingdom of Great Britain and Northern Ireland","44.2","5.5"
"1686","United Republic of Tanzania","Africa","Y2006","United Kingdom of Great Britain and Northern Ireland","43.6","5.3"
"1687","United Republic of Tanzania","Africa","Y2007","United Kingdom of Great Britain and Northern Ireland","42.9","5.1"
"1688","United Republic of Tanzania","Africa","Y2008","United Kingdom of Great Britain and Northern Ireland","42.2","4.9"
"1689","United Republic of Tanzania","Africa","Y2009","United Kingdom of Great Britain and Northern Ireland","41.3","4.7"
"1690","United Republic of Tanzania","Africa","Y2010","United Kingdom of Great Britain and Northern Ireland","40.3","4.6"
"1691","United Republic of Tanzania","Africa","Y2011","United Kingdom of Great Britain and Northern Ireland","39.2","4.5"
"1692","United Republic of Tanzania","Africa","Y2012","United Kingdom of Great Britain and Northern Ireland","38.1","4.5"
"1693","United Republic of Tanzania","Africa","Y2013","United Kingdom of Great Britain and Northern Ireland","37.1","4.5"
"1694","United Republic of Tanzania","Africa","Y2014","United Kingdom of Great Britain and Northern Ireland","36.2","4.6"
"1695","United Republic of Tanzania","Africa","Y2015","United Kingdom of Great Britain and Northern Ireland","35.4","4.6"
"1696","United Republic of Tanzania","Africa","Y2016","United Kingdom of Great Britain and Northern Ireland","34.7","4.6"
"1697","United Republic of Tanzania","Africa","Y2017","United Kingdom of Great Britain and Northern Ireland","34.1","4.6"
"1698","United Republic of Tanzania","Africa","Y2018","United Kingdom of Great Britain and Northern Ireland","33.5","4.6"
"1699","United Republic of Tanzania","Africa","Y2019","United Kingdom of Great Britain and Northern Ireland","32.9","4.6"
"1700","United Republic of Tanzania","Africa","Y2020","United Kingdom of Great Britain and Northern Ireland","32.1","4.6"
"1701","United Republic of Tanzania","Africa","Y2021","United Kingdom of Great Britain and Northern Ireland","31.4","4.6"
"1702","United Republic of Tanzania","Africa","Y2022","United Kingdom of Great Britain and Northern Ireland","30.6","4.6"
"1703","Zambia","Africa","Y2000","United Kingdom of Great Britain and Northern Ireland","51.8","8.8"
"1704","Zambia","Africa","Y2001","United Kingdom of Great Britain and Northern Ireland","51.6","9.2"
"1705","Zambia","Africa","Y2002","United Kingdom of Great Britain and Northern Ireland","51.3","9.5"
"1706","Zambia","Africa","Y2003","United Kingdom of Great Britain and Northern Ireland","50.7","9.5"
"1707","Zambia","Africa","Y2004","United Kingdom of Great Britain and Northern Ireland","50.1","9.3"
"1708","Zambia","Africa","Y2005","United Kingdom of Great Britain and Northern Ireland","49.4","9"
"1709","Zambia","Africa","Y2006","United Kingdom of Great Britain and Northern Ireland","48.6","8.5"
"1710","Zambia","Africa","Y2007","United Kingdom of Great Britain and Northern Ireland","47.6","7.9"
"1711","Zambia","Africa","Y2008","United Kingdom of Great Britain and Northern Ireland","46.5","7.4"
"1712","Zambia","Africa","Y2009","United Kingdom of Great Britain and Northern Ireland","45.2","7"
"1713","Zambia","Africa","Y2010","United Kingdom of Great Britain and Northern Ireland","43.7","6.6"
"1714","Zambia","Africa","Y2011","United Kingdom of Great Britain and Northern Ireland","42.2","6.3"
"1715","Zambia","Africa","Y2012","United Kingdom of Great Britain and Northern Ireland","40.8","6"
"1716","Zambia","Africa","Y2013","United Kingdom of Great Britain and Northern Ireland","39.6","5.8"
"1717","Zambia","Africa","Y2014","United Kingdom of Great Britain and Northern Ireland","38.6","5.7"
"1718","Zambia","Africa","Y2015","United Kingdom of Great Britain and Northern Ireland","37.6","5.6"
"1719","Zambia","Africa","Y2016","United Kingdom of Great Britain and Northern Ireland","36.6","5.5"
"1720","Zambia","Africa","Y2017","United Kingdom of Great Britain and Northern Ireland","35.4","5.5"
"1721","Zambia","Africa","Y2018","United Kingdom of Great Britain and Northern Ireland","34.2","5.5"
"1722","Zambia","Africa","Y2019","United Kingdom of Great Britain and Northern Ireland","33.2","5.5"
"1723","Zambia","Africa","Y2020","United Kingdom of Great Britain and Northern Ireland","32.3","5.4"
"1724","Zambia","Africa","Y2021","United Kingdom of Great Britain and Northern Ireland","31.7","5.4"
"1725","Zambia","Africa","Y2022","United Kingdom of Great Britain and Northern Ireland","31.4","5.4"
"1726","Zimbabwe","Africa","Y2000","United Kingdom of Great Britain and Northern Ireland","32.8","8.3"
"1727","Zimbabwe","Africa","Y2001","United Kingdom of Great Britain and Northern Ireland","33.1","8.1"
"1728","Zimbabwe","Africa","Y2002","United Kingdom of Great Britain and Northern Ireland","33.6","7.8"
"1729","Zimbabwe","Africa","Y2003","United Kingdom of Great Britain and Northern Ireland","34.1","7.5"
"1730","Zimbabwe","Africa","Y2004","United Kingdom of Great Britain and Northern Ireland","34.4","7.2"
"1731","Zimbabwe","Africa","Y2005","United Kingdom of Great Britain and Northern Ireland","34.8","6.8"
"1732","Zimbabwe","Africa","Y2006","United Kingdom of Great Britain and Northern Ireland","35","6.5"
"1733","Zimbabwe","Africa","Y2007","United Kingdom of Great Britain and Northern Ireland","34.9","6.2"
"1734","Zimbabwe","Africa","Y2008","United Kingdom of Great Britain and Northern Ireland","34.7","5.8"
"1735","Zimbabwe","Africa","Y2009","United Kingdom of Great Britain and Northern Ireland","34.2","5.5"
"1736","Zimbabwe","Africa","Y2010","United Kingdom of Great Britain and Northern Ireland","33.5","5.2"
"1737","Zimbabwe","Africa","Y2011","United Kingdom of Great Britain and Northern Ireland","32.4","4.8"
"1738","Zimbabwe","Africa","Y2012","United Kingdom of Great Britain and Northern Ireland","31.1","4.6"
"1739","Zimbabwe","Africa","Y2013","United Kingdom of Great Britain and Northern Ireland","29.6","4.3"
"1740","Zimbabwe","Africa","Y2014","United Kingdom of Great Britain and Northern Ireland","28.1","4.1"
"1741","Zimbabwe","Africa","Y2015","United Kingdom of Great Britain and Northern Ireland","26.8","3.9"
"1742","Zimbabwe","Africa","Y2016","United Kingdom of Great Britain and Northern Ireland","25.6","3.7"
"1743","Zimbabwe","Africa","Y2017","United Kingdom of Great Britain and Northern Ireland","24.6","3.5"
"1744","Zimbabwe","Africa","Y2018","United Kingdom of Great Britain and Northern Ireland","23.8","3.3"
"1745","Zimbabwe","Africa","Y2019","United Kingdom of Great Britain and Northern Ireland","23.1","3.1"
"1746","Zimbabwe","Africa","Y2020","United Kingdom of Great Britain and Northern Ireland","22.5","3"
"1747","Zimbabwe","Africa","Y2021","United Kingdom of Great Britain and Northern Ireland","22","2.8"
"1748","Zimbabwe","Africa","Y2022","United Kingdom of Great Britain and Northern Ireland","21.6","2.7"
